nohup: ignoring input
Using device: cpu
Architecture: 8 concrete rules → 4 abstract rules
Architecture: 8 concrete rules → 4 abstract rules
======================================================================
LOGIC EXPERIMENTS 2: Hierarchical Architecture
- Layer 1: 8 concrete pattern detectors (forced constants)
- Layer 2: 4 abstract rules with variables (compose L1)
- Learning rate: 0.001
- Target network sync every 50 episodes
======================================================================
Episode    50 | Reward:  -9.943 | Epsilon: 0.7783
Episode 377250 | Reward:  -7.384 | Epsilon: 0.0100 | Loss: 48.1067
Episode 377300 | Reward:  -5.947 | Epsilon: 0.0100 | Loss: 56.8633
Episode 377350 | Reward:  -6.273 | Epsilon: 0.0100 | Loss: 46.5166
Episode 377400 | Reward:  -2.136 | Epsilon: 0.0100 | Loss: 60.2869
Episode 377450 | Reward:  -2.275 | Epsilon: 0.0100 | Loss: 58.9136
Episode 377500 | Reward:  -0.992 | Epsilon: 0.0100 | Loss: 47.4899
Episode 377550 | Reward:  -0.851 | Epsilon: 0.0100 | Loss: 69.3186
Episode 377600 | Reward:  -4.222 | Epsilon: 0.0100 | Loss: 51.3634
Episode 377650 | Reward:  -1.523 | Epsilon: 0.0100 | Loss: 57.0164
Episode 377700 | Reward:  -1.573 | Epsilon: 0.0100 | Loss: 64.4007
Episode 377750 | Reward:  -6.494 | Epsilon: 0.0100 | Loss: 65.9048
Episode 377800 | Reward:  -4.528 | Epsilon: 0.0100 | Loss: 105.6857
Episode 377850 | Reward:  -7.261 | Epsilon: 0.0100 | Loss: 65.3906
Episode 377900 | Reward:  -3.888 | Epsilon: 0.0100 | Loss: 48.9557
Episode 377950 | Reward:  -0.244 | Epsilon: 0.0100 | Loss: 57.1863
Episode 378000 | Reward:   0.229 | Epsilon: 0.0100 | Loss: 74.9071
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(04:24).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(04:24)
Episode 378050 | Reward:  -6.833 | Epsilon: 0.0100 | Loss: 39.1482
Episode 378100 | Reward:  -5.189 | Epsilon: 0.0100 | Loss: 43.3348
Episode 378150 | Reward:  -2.933 | Epsilon: 0.0100 | Loss: 51.6792
Episode 378200 | Reward:  -2.653 | Epsilon: 0.0100 | Loss: 89.7861
Episode 378250 | Reward:  -5.156 | Epsilon: 0.0100 | Loss: 47.5536
Episode 378300 | Reward:  -2.264 | Epsilon: 0.0100 | Loss: 55.5535
Episode 378350 | Reward:  -1.136 | Epsilon: 0.0100 | Loss: 48.4038
Episode 378400 | Reward:  -3.833 | Epsilon: 0.0100 | Loss: 61.3856
Episode 378450 | Reward:  -1.095 | Epsilon: 0.0100 | Loss: 55.3286
Episode 378500 | Reward:  -4.681 | Epsilon: 0.0100 | Loss: 63.6023
Episode 378550 | Reward:  -5.975 | Epsilon: 0.0100 | Loss: 37.3206
Episode 378600 | Reward:   0.759 | Epsilon: 0.0100 | Loss: 40.4875
Episode 378650 | Reward:  -3.567 | Epsilon: 0.0100 | Loss: 70.5172
Episode 378700 | Reward:  -3.369 | Epsilon: 0.0100 | Loss: 48.4735
Episode 378750 | Reward:  -2.636 | Epsilon: 0.0100 | Loss: 39.4140
Episode 378800 | Reward:  -1.886 | Epsilon: 0.0100 | Loss: 39.6774
Episode 378850 | Reward:  -4.050 | Epsilon: 0.0100 | Loss: 57.3348
Episode 378900 | Reward:  -4.303 | Epsilon: 0.0100 | Loss: 65.2211
Episode 378950 | Reward:  -1.530 | Epsilon: 0.0100 | Loss: 62.1589
Episode 379000 | Reward:  -0.890 | Epsilon: 0.0100 | Loss: 68.5659
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(04:25).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(04:25)
Episode 379050 | Reward:  -5.603 | Epsilon: 0.0100 | Loss: 45.0798
Episode 379100 | Reward:  -2.256 | Epsilon: 0.0100 | Loss: 46.7271
Episode 379150 | Reward:  -3.672 | Epsilon: 0.0100 | Loss: 70.0021
Episode 379200 | Reward:  -2.411 | Epsilon: 0.0100 | Loss: 48.8790
Episode 379250 | Reward:  -3.500 | Epsilon: 0.0100 | Loss: 66.9955
Episode 379300 | Reward:  -4.535 | Epsilon: 0.0100 | Loss: 63.3428
Episode 379350 | Reward:  -3.098 | Epsilon: 0.0100 | Loss: 98.0908
Episode 379400 | Reward:  -3.236 | Epsilon: 0.0100 | Loss: 67.2105
Episode 379450 | Reward:  -3.947 | Epsilon: 0.0100 | Loss: 73.0977
Episode 379500 | Reward:  -2.454 | Epsilon: 0.0100 | Loss: 52.3770
Episode 379550 | Reward:  -1.077 | Epsilon: 0.0100 | Loss: 44.6286
Episode 379600 | Reward:  -0.403 | Epsilon: 0.0100 | Loss: 80.3212
Episode 379650 | Reward:  -0.323 | Epsilon: 0.0100 | Loss: 53.0758
Episode 379700 | Reward:  -5.456 | Epsilon: 0.0100 | Loss: 49.3974
Episode 379750 | Reward:  -5.169 | Epsilon: 0.0100 | Loss: 60.2970
Episode 379800 | Reward:  -4.492 | Epsilon: 0.0100 | Loss: 57.4780
Episode 379850 | Reward:  -3.086 | Epsilon: 0.0100 | Loss: 75.8467
Episode 379900 | Reward:  -3.158 | Epsilon: 0.0100 | Loss: 32.2388
Episode 379950 | Reward:  -8.173 | Epsilon: 0.0100 | Loss: 75.0198
Episode 380000 | Reward:  -2.906 | Epsilon: 0.0100 | Loss: 36.6902
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(04:27).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(04:27)
Episode 380050 | Reward:  -3.841 | Epsilon: 0.0100 | Loss: 95.4327
Episode 380100 | Reward:  -2.173 | Epsilon: 0.0100 | Loss: 69.8123
Episode 380150 | Reward:  -0.898 | Epsilon: 0.0100 | Loss: 78.5986
Episode 380200 | Reward:  -7.080 | Epsilon: 0.0100 | Loss: 46.8873
Episode 380250 | Reward:  -5.013 | Epsilon: 0.0100 | Loss: 76.6675
Episode 380300 | Reward:  -4.241 | Epsilon: 0.0100 | Loss: 49.7543
Episode 380350 | Reward:   0.091 | Epsilon: 0.0100 | Loss: 62.2192
Episode 380400 | Reward:  -3.374 | Epsilon: 0.0100 | Loss: 48.1064
Episode 380450 | Reward:  -3.342 | Epsilon: 0.0100 | Loss: 39.6191
Episode 380500 | Reward:  -0.592 | Epsilon: 0.0100 | Loss: 74.9335
Episode 380550 | Reward:  -2.428 | Epsilon: 0.0100 | Loss: 45.5407
Episode 380600 | Reward:   0.673 | Epsilon: 0.0100 | Loss: 47.3796
Episode 380650 | Reward:  -1.317 | Epsilon: 0.0100 | Loss: 55.0787
Episode 380700 | Reward:  -3.487 | Epsilon: 0.0100 | Loss: 60.4227
Episode 380750 | Reward:  -2.530 | Epsilon: 0.0100 | Loss: 57.2984
Episode 380800 | Reward:  -2.451 | Epsilon: 0.0100 | Loss: 56.4468
Episode 380850 | Reward:  -2.892 | Epsilon: 0.0100 | Loss: 59.2778
Episode 380900 | Reward:  -1.600 | Epsilon: 0.0100 | Loss: 50.5661
Episode 380950 | Reward:  -1.880 | Epsilon: 0.0100 | Loss: 69.7812
Episode 381000 | Reward:  -1.352 | Epsilon: 0.0100 | Loss: 62.1059
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(04:29).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(04:29)
Episode 381050 | Reward:  -2.638 | Epsilon: 0.0100 | Loss: 64.3090
Episode 381100 | Reward:  -2.288 | Epsilon: 0.0100 | Loss: 88.2729
Episode 381150 | Reward:   0.058 | Epsilon: 0.0100 | Loss: 36.6123
Episode 381200 | Reward:  -1.895 | Epsilon: 0.0100 | Loss: 75.5770
Episode 381250 | Reward:  -5.312 | Epsilon: 0.0100 | Loss: 75.1086
Episode 381300 | Reward:  -1.235 | Epsilon: 0.0100 | Loss: 32.4933
Episode 381350 | Reward:  -1.405 | Epsilon: 0.0100 | Loss: 39.7241
Episode 381400 | Reward:  -3.206 | Epsilon: 0.0100 | Loss: 67.8170
Episode 381450 | Reward:  -4.093 | Epsilon: 0.0100 | Loss: 69.0361
Episode 381500 | Reward:  -5.774 | Epsilon: 0.0100 | Loss: 48.3853
Episode 381550 | Reward:  -0.771 | Epsilon: 0.0100 | Loss: 56.6491
Episode 381600 | Reward:  -4.244 | Epsilon: 0.0100 | Loss: 71.2056
Episode 381650 | Reward:  -5.088 | Epsilon: 0.0100 | Loss: 55.4005
Episode 381700 | Reward:  -4.364 | Epsilon: 0.0100 | Loss: 57.3771
Episode 381750 | Reward:  -5.987 | Epsilon: 0.0100 | Loss: 56.3364
Episode 381800 | Reward:  -5.809 | Epsilon: 0.0100 | Loss: 68.5374
Episode 381850 | Reward:  -1.014 | Epsilon: 0.0100 | Loss: 73.3841
Episode 381900 | Reward:  -1.474 | Epsilon: 0.0100 | Loss: 55.8743
Episode 381950 | Reward:  -1.827 | Epsilon: 0.0100 | Loss: 49.3691
Episode 382000 | Reward:  -3.935 | Epsilon: 0.0100 | Loss: 40.3262
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(04:30).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(04:30)
Episode 382050 | Reward:  -1.557 | Epsilon: 0.0100 | Loss: 64.8227
Episode 382100 | Reward:  -4.037 | Epsilon: 0.0100 | Loss: 48.1409
Episode 382150 | Reward:   0.115 | Epsilon: 0.0100 | Loss: 68.2952
Episode 382200 | Reward:  -5.034 | Epsilon: 0.0100 | Loss: 57.8684
Episode 382250 | Reward:  -2.560 | Epsilon: 0.0100 | Loss: 67.4805
Episode 382300 | Reward:  -4.294 | Epsilon: 0.0100 | Loss: 80.9619
Episode 382350 | Reward:  -1.573 | Epsilon: 0.0100 | Loss: 93.3005
Episode 382400 | Reward:   0.383 | Epsilon: 0.0100 | Loss: 53.9204
Episode 382450 | Reward:  -4.371 | Epsilon: 0.0100 | Loss: 47.8669
Episode 382500 | Reward:  -0.966 | Epsilon: 0.0100 | Loss: 55.4861
Episode 382550 | Reward:  -0.382 | Epsilon: 0.0100 | Loss: 56.8881
Episode 382600 | Reward:   0.035 | Epsilon: 0.0100 | Loss: 64.8136
Episode 382650 | Reward:  -1.044 | Epsilon: 0.0100 | Loss: 49.2096
Episode 382700 | Reward:  -2.810 | Epsilon: 0.0100 | Loss: 63.2080
Episode 382750 | Reward:  -1.144 | Epsilon: 0.0100 | Loss: 50.8478
Episode 382800 | Reward:  -6.524 | Epsilon: 0.0100 | Loss: 39.8955
Episode 382850 | Reward:  -6.824 | Epsilon: 0.0100 | Loss: 72.4960
Episode 382900 | Reward:  -5.566 | Epsilon: 0.0100 | Loss: 62.7682
Episode 382950 | Reward:   0.252 | Epsilon: 0.0100 | Loss: 40.7376
Episode 383000 | Reward:   2.070 | Epsilon: 0.0100 | Loss: 64.6841
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(04:32).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(04:32)
Episode 383050 | Reward:  -5.919 | Epsilon: 0.0100 | Loss: 69.6300
Episode 383100 | Reward:  -6.746 | Epsilon: 0.0100 | Loss: 69.8307
Episode 383150 | Reward:  -2.782 | Epsilon: 0.0100 | Loss: 42.0714
Episode 383200 | Reward:  -1.955 | Epsilon: 0.0100 | Loss: 59.0797
Episode 383250 | Reward:  -5.031 | Epsilon: 0.0100 | Loss: 63.7681
Episode 383300 | Reward:  -4.512 | Epsilon: 0.0100 | Loss: 53.0058
Episode 383350 | Reward:  -2.979 | Epsilon: 0.0100 | Loss: 65.8582
Episode 383400 | Reward:  -1.894 | Epsilon: 0.0100 | Loss: 50.2300
Episode 383450 | Reward:  -2.077 | Epsilon: 0.0100 | Loss: 59.5837
Episode 383500 | Reward:  -7.841 | Epsilon: 0.0100 | Loss: 69.1464
Episode 383550 | Reward:  -4.846 | Epsilon: 0.0100 | Loss: 56.8404
Episode 383600 | Reward:  -1.312 | Epsilon: 0.0100 | Loss: 57.7327
Episode 383650 | Reward:  -1.324 | Epsilon: 0.0100 | Loss: 56.2035
Episode 383700 | Reward:  -6.491 | Epsilon: 0.0100 | Loss: 59.5719
Episode 383750 | Reward:  -1.057 | Epsilon: 0.0100 | Loss: 45.2394
Episode 383800 | Reward:  -5.705 | Epsilon: 0.0100 | Loss: 44.2437
Episode 383850 | Reward:  -6.429 | Epsilon: 0.0100 | Loss: 46.4899
Episode 383900 | Reward:  -3.904 | Epsilon: 0.0100 | Loss: 51.8788
Episode 383950 | Reward:  -3.038 | Epsilon: 0.0100 | Loss: 61.4669
Episode 384000 | Reward:  -3.106 | Epsilon: 0.0100 | Loss: 43.9044
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(04:33).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(04:33)
Episode 384050 | Reward:  -2.865 | Epsilon: 0.0100 | Loss: 43.3431
Episode 384100 | Reward:  -4.910 | Epsilon: 0.0100 | Loss: 66.8389
Episode 384150 | Reward:  -6.448 | Epsilon: 0.0100 | Loss: 72.8107
Episode 384200 | Reward:  -2.248 | Epsilon: 0.0100 | Loss: 58.4410
Episode 384250 | Reward:  -1.022 | Epsilon: 0.0100 | Loss: 64.0328
Episode 384300 | Reward:  -3.102 | Epsilon: 0.0100 | Loss: 57.3855
Episode 384350 | Reward:  -0.802 | Epsilon: 0.0100 | Loss: 46.5168
Episode 384400 | Reward:  -3.303 | Epsilon: 0.0100 | Loss: 39.6519
Episode 384450 | Reward:  -5.815 | Epsilon: 0.0100 | Loss: 72.8043
Episode 384500 | Reward:  -5.275 | Epsilon: 0.0100 | Loss: 54.0906
Episode 384550 | Reward:  -2.924 | Epsilon: 0.0100 | Loss: 61.9571
Episode 384600 | Reward:  -1.481 | Epsilon: 0.0100 | Loss: 50.7089
Episode 384650 | Reward:  -4.088 | Epsilon: 0.0100 | Loss: 58.5273
Episode 384700 | Reward:  -2.307 | Epsilon: 0.0100 | Loss: 68.0806
Episode 384750 | Reward:  -6.199 | Epsilon: 0.0100 | Loss: 89.1410
Episode 384800 | Reward:  -3.391 | Epsilon: 0.0100 | Loss: 46.9703
Episode 384850 | Reward:  -1.670 | Epsilon: 0.0100 | Loss: 48.5993
Episode 384900 | Reward:  -2.597 | Epsilon: 0.0100 | Loss: 59.2055
Episode 384950 | Reward:  -3.324 | Epsilon: 0.0100 | Loss: 45.6011
Episode 385000 | Reward:  -3.109 | Epsilon: 0.0100 | Loss: 64.1104
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(04:35).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(04:35)
Episode 385050 | Reward:  -4.700 | Epsilon: 0.0100 | Loss: 39.1382
Episode 385100 | Reward:  -4.890 | Epsilon: 0.0100 | Loss: 51.2667
Episode 385150 | Reward:  -4.020 | Epsilon: 0.0100 | Loss: 71.0297
Episode 385200 | Reward:  -1.988 | Epsilon: 0.0100 | Loss: 56.8095
Episode 385250 | Reward:  -0.816 | Epsilon: 0.0100 | Loss: 62.6405
Episode 385300 | Reward:   0.814 | Epsilon: 0.0100 | Loss: 43.0920
Episode 385350 | Reward:  -3.008 | Epsilon: 0.0100 | Loss: 76.5522
Episode 385400 | Reward:  -2.898 | Epsilon: 0.0100 | Loss: 46.3637
Episode 385450 | Reward:  -1.674 | Epsilon: 0.0100 | Loss: 58.7429
Episode 385500 | Reward:  -2.465 | Epsilon: 0.0100 | Loss: 45.0000
Episode 385550 | Reward:  -0.803 | Epsilon: 0.0100 | Loss: 51.0230
Episode 385600 | Reward:  -2.007 | Epsilon: 0.0100 | Loss: 56.2057
Episode 385650 | Reward:  -1.872 | Epsilon: 0.0100 | Loss: 50.3643
Episode 385700 | Reward:  -4.764 | Epsilon: 0.0100 | Loss: 69.5710
Episode 385750 | Reward:  -1.900 | Epsilon: 0.0100 | Loss: 39.2055
Episode 385800 | Reward:  -4.084 | Epsilon: 0.0100 | Loss: 50.8264
Episode 385850 | Reward:  -4.310 | Epsilon: 0.0100 | Loss: 59.7563
Episode 385900 | Reward:  -4.682 | Epsilon: 0.0100 | Loss: 43.6641
Episode 385950 | Reward:   0.052 | Epsilon: 0.0100 | Loss: 71.2075
Episode 386000 | Reward:  -3.480 | Epsilon: 0.0100 | Loss: 75.4451
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(04:36).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(04:36)
Episode 386050 | Reward:  -1.401 | Epsilon: 0.0100 | Loss: 40.4898
Episode 386100 | Reward:  -7.165 | Epsilon: 0.0100 | Loss: 56.5523
Episode 386150 | Reward:  -5.263 | Epsilon: 0.0100 | Loss: 70.1646
Episode 386200 | Reward:  -0.199 | Epsilon: 0.0100 | Loss: 37.0526
Episode 386250 | Reward:  -0.203 | Epsilon: 0.0100 | Loss: 44.8143
Episode 386300 | Reward:  -1.013 | Epsilon: 0.0100 | Loss: 60.0918
Episode 386350 | Reward:  -0.999 | Epsilon: 0.0100 | Loss: 76.8494
Episode 386400 | Reward:  -3.728 | Epsilon: 0.0100 | Loss: 59.8891
Episode 386450 | Reward:  -4.600 | Epsilon: 0.0100 | Loss: 35.5201
Episode 386500 | Reward:  -2.690 | Epsilon: 0.0100 | Loss: 61.2226
Episode 386550 | Reward:  -2.324 | Epsilon: 0.0100 | Loss: 59.7096
Episode 386600 | Reward:  -4.181 | Epsilon: 0.0100 | Loss: 80.3825
Episode 386650 | Reward:  -3.240 | Epsilon: 0.0100 | Loss: 48.8656
Episode 386700 | Reward:  -4.341 | Epsilon: 0.0100 | Loss: 51.5218
Episode 386750 | Reward:  -9.956 | Epsilon: 0.0100 | Loss: 48.2822
Episode 386800 | Reward:  -4.004 | Epsilon: 0.0100 | Loss: 45.8559
Episode 386850 | Reward:  -0.735 | Epsilon: 0.0100 | Loss: 47.9715
Episode 386900 | Reward:  -1.746 | Epsilon: 0.0100 | Loss: 65.3029
Episode 386950 | Reward:   0.441 | Epsilon: 0.0100 | Loss: 65.2308
Episode 387000 | Reward:  -2.728 | Epsilon: 0.0100 | Loss: 56.9958
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(04:38).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(04:38)
Episode 387050 | Reward:  -5.304 | Epsilon: 0.0100 | Loss: 51.6476
Episode 387100 | Reward:  -7.510 | Epsilon: 0.0100 | Loss: 73.2652
Episode 387150 | Reward:  -7.777 | Epsilon: 0.0100 | Loss: 54.1217
Episode 387200 | Reward:  -9.071 | Epsilon: 0.0100 | Loss: 74.4310
Episode 387250 | Reward:  -4.483 | Epsilon: 0.0100 | Loss: 57.3784
Episode 387300 | Reward:  -8.205 | Epsilon: 0.0100 | Loss: 52.0593
Episode 387350 | Reward:  -6.465 | Epsilon: 0.0100 | Loss: 67.5333
Episode 387400 | Reward:  -2.852 | Epsilon: 0.0100 | Loss: 73.2779
Episode 387450 | Reward:  -4.315 | Epsilon: 0.0100 | Loss: 46.6681
Episode 387500 | Reward:  -2.470 | Epsilon: 0.0100 | Loss: 48.0184
Episode 387550 | Reward:  -6.526 | Epsilon: 0.0100 | Loss: 53.9537
Episode 387600 | Reward:  -3.575 | Epsilon: 0.0100 | Loss: 87.0013
Episode 387650 | Reward:  -2.946 | Epsilon: 0.0100 | Loss: 55.2175
Episode 387700 | Reward:  -4.054 | Epsilon: 0.0100 | Loss: 74.5101
Episode 387750 | Reward:  -4.085 | Epsilon: 0.0100 | Loss: 54.1526
Episode 387800 | Reward:  -2.525 | Epsilon: 0.0100 | Loss: 42.6436
Episode 387850 | Reward:  -2.548 | Epsilon: 0.0100 | Loss: 61.8600
Episode 387900 | Reward:  -1.968 | Epsilon: 0.0100 | Loss: 65.4444
Episode 387950 | Reward:  -3.226 | Epsilon: 0.0100 | Loss: 50.9568
Episode 388000 | Reward:  -2.046 | Epsilon: 0.0100 | Loss: 58.8308
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(04:39).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(04:39)
Episode 388050 | Reward:  -2.774 | Epsilon: 0.0100 | Loss: 81.2981
Episode 388100 | Reward:  -3.948 | Epsilon: 0.0100 | Loss: 66.7778
Episode 388150 | Reward:  -6.690 | Epsilon: 0.0100 | Loss: 51.4229
Episode 388200 | Reward:  -2.459 | Epsilon: 0.0100 | Loss: 71.1762
Episode 388250 | Reward:  -7.942 | Epsilon: 0.0100 | Loss: 67.0121
Episode 388300 | Reward:  -4.818 | Epsilon: 0.0100 | Loss: 50.7527
Episode 388350 | Reward:  -2.024 | Epsilon: 0.0100 | Loss: 71.7332
Episode 388400 | Reward:  -4.060 | Epsilon: 0.0100 | Loss: 76.3974
Episode 388450 | Reward:  -2.215 | Epsilon: 0.0100 | Loss: 65.8071
Episode 388500 | Reward:  -2.356 | Epsilon: 0.0100 | Loss: 79.0971
Episode 388550 | Reward:  -1.435 | Epsilon: 0.0100 | Loss: 76.9144
Episode 388600 | Reward:  -6.432 | Epsilon: 0.0100 | Loss: 53.1981
Episode 388650 | Reward:  -8.658 | Epsilon: 0.0100 | Loss: 47.2358
Episode 388700 | Reward:  -3.526 | Epsilon: 0.0100 | Loss: 60.4898
Episode 388750 | Reward:  -3.618 | Epsilon: 0.0100 | Loss: 61.3671
Episode 388800 | Reward:  -2.761 | Epsilon: 0.0100 | Loss: 42.7162
Episode 388850 | Reward:  -1.936 | Epsilon: 0.0100 | Loss: 66.6591
Episode 388900 | Reward:  -3.489 | Epsilon: 0.0100 | Loss: 96.3611
Episode 388950 | Reward:  -3.885 | Epsilon: 0.0100 | Loss: 79.6662
Episode 389000 | Reward:  -8.916 | Epsilon: 0.0100 | Loss: 77.3102
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(04:41).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(04:41)
Episode 389050 | Reward:  -4.896 | Epsilon: 0.0100 | Loss: 84.1377
Episode 389100 | Reward:  -4.818 | Epsilon: 0.0100 | Loss: 66.5553
Episode 389150 | Reward:  -4.846 | Epsilon: 0.0100 | Loss: 60.4246
Episode 389200 | Reward:  -1.949 | Epsilon: 0.0100 | Loss: 65.0086
Episode 389250 | Reward:  -4.941 | Epsilon: 0.0100 | Loss: 51.6660
Episode 389300 | Reward:  -6.203 | Epsilon: 0.0100 | Loss: 87.9739
Episode 389350 | Reward:  -2.321 | Epsilon: 0.0100 | Loss: 61.3124
Episode 389400 | Reward:  -7.009 | Epsilon: 0.0100 | Loss: 71.3902
Episode 389450 | Reward:  -6.004 | Epsilon: 0.0100 | Loss: 54.0420
Episode 389500 | Reward:  -6.691 | Epsilon: 0.0100 | Loss: 57.4304
Episode 389550 | Reward:  -5.997 | Epsilon: 0.0100 | Loss: 78.7116
Episode 389600 | Reward:  -4.698 | Epsilon: 0.0100 | Loss: 39.6883
Episode 389650 | Reward:  -9.067 | Epsilon: 0.0100 | Loss: 59.9965
Episode 389700 | Reward:  -9.992 | Epsilon: 0.0100 | Loss: 58.1607
Episode 389750 | Reward: -10.268 | Epsilon: 0.0100 | Loss: 55.3913
Episode 389800 | Reward:  -8.822 | Epsilon: 0.0100 | Loss: 75.2880
Episode 389850 | Reward:  -6.529 | Epsilon: 0.0100 | Loss: 47.8470
Episode 389900 | Reward:  -1.734 | Epsilon: 0.0100 | Loss: 78.6340
Episode 389950 | Reward:  -3.678 | Epsilon: 0.0100 | Loss: 69.1996
Episode 390000 | Reward:  -4.943 | Epsilon: 0.0100 | Loss: 72.0225
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(04:43).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(04:43)
Episode 390050 | Reward:  -5.033 | Epsilon: 0.0100 | Loss: 45.0594
Episode 390100 | Reward:  -5.460 | Epsilon: 0.0100 | Loss: 65.0715
Episode 390150 | Reward:  -5.695 | Epsilon: 0.0100 | Loss: 49.9555
Episode 390200 | Reward:  -5.145 | Epsilon: 0.0100 | Loss: 45.7342
Episode 390250 | Reward:  -7.106 | Epsilon: 0.0100 | Loss: 55.1780
Episode 390300 | Reward:  -6.304 | Epsilon: 0.0100 | Loss: 54.0348
Episode 390350 | Reward:  -5.848 | Epsilon: 0.0100 | Loss: 38.8132
Episode 390400 | Reward:  -5.066 | Epsilon: 0.0100 | Loss: 98.9441
Episode 390450 | Reward:  -8.273 | Epsilon: 0.0100 | Loss: 68.7035
Episode 390500 | Reward:  -8.694 | Epsilon: 0.0100 | Loss: 90.2144
Episode 390550 | Reward:  -6.713 | Epsilon: 0.0100 | Loss: 54.2514
Episode 390600 | Reward:  -6.169 | Epsilon: 0.0100 | Loss: 53.0876
Episode 390650 | Reward:  -1.674 | Epsilon: 0.0100 | Loss: 70.0128
Episode 390700 | Reward:  -2.264 | Epsilon: 0.0100 | Loss: 60.7066
Episode 390750 | Reward:  -3.430 | Epsilon: 0.0100 | Loss: 41.7139
Episode 390800 | Reward:  -5.367 | Epsilon: 0.0100 | Loss: 38.2952
Episode 390850 | Reward:  -6.347 | Epsilon: 0.0100 | Loss: 69.4194
Episode 390900 | Reward:  -2.946 | Epsilon: 0.0100 | Loss: 53.0673
Episode 390950 | Reward:  -2.196 | Epsilon: 0.0100 | Loss: 41.8125
Episode 391000 | Reward:  -8.037 | Epsilon: 0.0100 | Loss: 63.6302
Model saved to PyTorch_models/model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(04:44).dict
✓ Model saved: model.DQN.hierarchical.Hierarchical.M1=8,M2=4.01-12-2025(04:44)
Episode 391050 | Reward:  -5.810 | Epsilon: 0.0100 | Loss: 44.7449
Episode 391100 | Reward:  -1.674 | Epsilon: 0.0100 | Loss: 52.6409
Episode 391150 | Reward:  -0.395 | Epsilon: 0.0100 | Loss: 66.1065
Episode 391200 | Reward:   0.283 | Epsilon: 0.0100 | Loss: 57.9133
Episode 391250 | Reward:  -5.815 | Epsilon: 0.0100 | Loss: 51.9672
Episode 391300 | Reward:  -6.312 | Epsilon: 0.0100 | Loss: 36.8981
Episode 391350 | Reward:  -5.345 | Epsilon: 0.0100 | Loss: 41.1525
Episode 391400 | Reward:  -5.633 | Epsilon: 0.0100 | Loss: 67.8278
Episode 391450 | Reward:  -3.856 | Epsilon: 0.0100 | Loss: 51.6500
Episode 391500 | Reward:  -7.986 | Epsilon: 0.0100 | Loss: 46.7148
Episode 391550 | Reward: -11.503 | Epsilon: 0.0100 | Loss: 56.8846
Episode 391600 | Reward:  -4.699 | Epsilon: 0.0100 | Loss: 57.0953
Episode 391650 | Reward:  -3.977 | Epsilon: 0.0100 | Loss: 46.2119
Episode 391700 | Reward:  -1.261 | Epsilon: 0.0100 | Loss: 72.9801
Episode 391750 | Reward:  -3.334 | Epsilon: 0.0100 | Loss: 49.0190
Episode 391800 | Reward:  -7.491 | Epsilon: 0.0100 | Loss: 49.4141
Episode 391850 | Reward:  -4.189 | Epsilon: 0.0100 | Loss: 62.4413
