nohup: ignoring input
Using device: cpu (CUDA not available)
======================================================================
FAST TRAINING MODE - Optimizations:
- M=8 rules (doubled capacity for learning strategies)
- Learning rate: 0.003 (3x normal)
- Batch size: 128 (smaller for faster updates)
- Update every game
- Target network sync every 50 episodes
- No rendering/visualization
======================================================================
Episode    50 | Reward:  -9.794 | Epsilon: 0.7783
Episode 143650 | Reward:  -9.314 | Epsilon: 0.0100 | Loss: 470548.6562
Episode 143700 | Reward: -11.430 | Epsilon: 0.0100 | Loss: 435783.0625
Episode 143750 | Reward:  -9.826 | Epsilon: 0.0100 | Loss: 580872.3125
Episode 143800 | Reward: -10.204 | Epsilon: 0.0100 | Loss: 538555.0000
Episode 143850 | Reward:  -9.143 | Epsilon: 0.0100 | Loss: 439097.5938
Episode 143900 | Reward: -10.141 | Epsilon: 0.0100 | Loss: 608622.6250
Episode 143950 | Reward: -10.588 | Epsilon: 0.0100 | Loss: 540226.6250
Episode 144000 | Reward: -10.897 | Epsilon: 0.0100 | Loss: 506132.5000
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(10:42).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(10:42).dict
Episode 144050 | Reward: -12.125 | Epsilon: 0.0100 | Loss: 484047.4375
Episode 144100 | Reward: -11.275 | Epsilon: 0.0100 | Loss: 593708.5625
Episode 144150 | Reward: -10.410 | Epsilon: 0.0100 | Loss: 464905.0938
Episode 144200 | Reward: -11.604 | Epsilon: 0.0100 | Loss: 514524.8750
Episode 144250 | Reward: -11.637 | Epsilon: 0.0100 | Loss: 483979.6250
Episode 144300 | Reward:  -9.954 | Epsilon: 0.0100 | Loss: 528885.5000
Episode 144350 | Reward: -10.855 | Epsilon: 0.0100 | Loss: 507188.6875
Episode 144400 | Reward: -10.748 | Epsilon: 0.0100 | Loss: 466620.5625
Episode 144450 | Reward: -13.639 | Epsilon: 0.0100 | Loss: 357317.7188
Episode 144500 | Reward: -13.085 | Epsilon: 0.0100 | Loss: 507728.2812
Episode 144550 | Reward:  -8.738 | Epsilon: 0.0100 | Loss: 480945.5625
Episode 144600 | Reward:  -9.056 | Epsilon: 0.0100 | Loss: 439772.9062
Episode 144650 | Reward: -14.291 | Epsilon: 0.0100 | Loss: 392607.2812
Episode 144700 | Reward: -12.456 | Epsilon: 0.0100 | Loss: 455074.0312
Episode 144750 | Reward: -10.885 | Epsilon: 0.0100 | Loss: 527622.1250
Episode 144800 | Reward: -11.213 | Epsilon: 0.0100 | Loss: 525072.6250
Episode 144850 | Reward: -10.580 | Epsilon: 0.0100 | Loss: 426714.4062
Episode 144900 | Reward: -10.256 | Epsilon: 0.0100 | Loss: 506122.3438
Episode 144950 | Reward:  -9.647 | Epsilon: 0.0100 | Loss: 394146.6250
Episode 145000 | Reward:  -5.453 | Epsilon: 0.0100 | Loss: 477061.0625
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(10:46).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(10:46).dict
Episode 145050 | Reward:  -8.040 | Epsilon: 0.0100 | Loss: 501789.9375
Episode 145100 | Reward:  -9.270 | Epsilon: 0.0100 | Loss: 482153.9688
Episode 145150 | Reward: -13.183 | Epsilon: 0.0100 | Loss: 461915.2812
Episode 145200 | Reward: -13.267 | Epsilon: 0.0100 | Loss: 405658.1875
Episode 145250 | Reward: -15.018 | Epsilon: 0.0100 | Loss: 459115.0312
Episode 145300 | Reward: -13.444 | Epsilon: 0.0100 | Loss: 433883.1562
Episode 145350 | Reward: -10.000 | Epsilon: 0.0100 | Loss: 470353.8750
Episode 145400 | Reward: -12.633 | Epsilon: 0.0100 | Loss: 454239.9688
Episode 145450 | Reward: -13.012 | Epsilon: 0.0100 | Loss: 488272.1875
Episode 145500 | Reward: -13.181 | Epsilon: 0.0100 | Loss: 380140.2812
Episode 145550 | Reward:  -9.998 | Epsilon: 0.0100 | Loss: 376308.8750
Episode 145600 | Reward:  -9.746 | Epsilon: 0.0100 | Loss: 404108.5312
Episode 145650 | Reward:  -9.255 | Epsilon: 0.0100 | Loss: 498957.9062
Episode 145700 | Reward: -12.048 | Epsilon: 0.0100 | Loss: 475733.5938
Episode 145750 | Reward: -10.020 | Epsilon: 0.0100 | Loss: 359428.8750
Episode 145800 | Reward: -13.120 | Epsilon: 0.0100 | Loss: 393132.2812
Episode 145850 | Reward: -13.604 | Epsilon: 0.0100 | Loss: 472270.0000
Episode 145900 | Reward:  -9.638 | Epsilon: 0.0100 | Loss: 594766.5000
Episode 145950 | Reward: -12.253 | Epsilon: 0.0100 | Loss: 481317.6562
Episode 146000 | Reward:  -9.647 | Epsilon: 0.0100 | Loss: 438397.2500
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(10:50).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(10:50).dict
Episode 146050 | Reward: -11.422 | Epsilon: 0.0100 | Loss: 512054.9062
Episode 146100 | Reward: -12.146 | Epsilon: 0.0100 | Loss: 336879.5938
Episode 146150 | Reward: -11.380 | Epsilon: 0.0100 | Loss: 451892.1562
Episode 146200 | Reward:  -9.973 | Epsilon: 0.0100 | Loss: 397503.0312
Episode 146250 | Reward: -10.955 | Epsilon: 0.0100 | Loss: 409692.3125
Episode 146300 | Reward: -10.215 | Epsilon: 0.0100 | Loss: 520938.2188
Episode 146350 | Reward:  -9.295 | Epsilon: 0.0100 | Loss: 515427.4062
Episode 146400 | Reward: -10.999 | Epsilon: 0.0100 | Loss: 474101.3125
Episode 146450 | Reward: -11.584 | Epsilon: 0.0100 | Loss: 513807.7500
Episode 146500 | Reward: -10.259 | Epsilon: 0.0100 | Loss: 471070.4375
Episode 146550 | Reward:  -7.163 | Epsilon: 0.0100 | Loss: 459012.2812
Episode 146600 | Reward:  -7.298 | Epsilon: 0.0100 | Loss: 641897.0000
Episode 146650 | Reward: -12.146 | Epsilon: 0.0100 | Loss: 397228.4375
Episode 146700 | Reward: -14.625 | Epsilon: 0.0100 | Loss: 461098.6875
Episode 146750 | Reward: -10.766 | Epsilon: 0.0100 | Loss: 500875.8438
Episode 146800 | Reward:  -8.431 | Epsilon: 0.0100 | Loss: 423930.0312
Episode 146850 | Reward:  -8.802 | Epsilon: 0.0100 | Loss: 434764.9375
Episode 146900 | Reward:  -6.365 | Epsilon: 0.0100 | Loss: 480067.3750
Episode 146950 | Reward:  -8.233 | Epsilon: 0.0100 | Loss: 428060.7188
Episode 147000 | Reward:  -9.420 | Epsilon: 0.0100 | Loss: 372936.0000
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(10:54).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(10:54).dict
Episode 147050 | Reward: -12.375 | Epsilon: 0.0100 | Loss: 332026.8438
Episode 147100 | Reward:  -9.314 | Epsilon: 0.0100 | Loss: 408592.0625
Episode 147150 | Reward: -12.419 | Epsilon: 0.0100 | Loss: 422158.6875
Episode 147200 | Reward: -12.790 | Epsilon: 0.0100 | Loss: 440130.1250
Episode 147250 | Reward: -11.995 | Epsilon: 0.0100 | Loss: 413694.6562
Episode 147300 | Reward: -13.693 | Epsilon: 0.0100 | Loss: 431051.8750
Episode 147350 | Reward:  -9.557 | Epsilon: 0.0100 | Loss: 457384.9375
Episode 147400 | Reward: -12.371 | Epsilon: 0.0100 | Loss: 407063.5625
Episode 147450 | Reward: -10.068 | Epsilon: 0.0100 | Loss: 428105.1562
Episode 147500 | Reward: -15.503 | Epsilon: 0.0100 | Loss: 432430.9688
Episode 147550 | Reward:  -7.930 | Epsilon: 0.0100 | Loss: 443491.5000
Episode 147600 | Reward:  -8.780 | Epsilon: 0.0100 | Loss: 386637.0000
Episode 147650 | Reward:  -8.837 | Epsilon: 0.0100 | Loss: 594435.0000
Episode 147700 | Reward: -14.045 | Epsilon: 0.0100 | Loss: 306385.8125
Episode 147750 | Reward: -13.419 | Epsilon: 0.0100 | Loss: 557367.1250
Episode 147800 | Reward: -11.106 | Epsilon: 0.0100 | Loss: 584930.0000
Episode 147850 | Reward:  -9.789 | Epsilon: 0.0100 | Loss: 552947.8750
Episode 147900 | Reward: -10.574 | Epsilon: 0.0100 | Loss: 417797.6875
Episode 147950 | Reward: -13.505 | Epsilon: 0.0100 | Loss: 492017.6250
Episode 148000 | Reward: -12.209 | Epsilon: 0.0100 | Loss: 400575.6875
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(10:58).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(10:58).dict
Episode 148050 | Reward:  -6.015 | Epsilon: 0.0100 | Loss: 467891.0625
Episode 148100 | Reward:  -7.014 | Epsilon: 0.0100 | Loss: 590010.7500
Episode 148150 | Reward:  -9.056 | Epsilon: 0.0100 | Loss: 464363.0625
Episode 148200 | Reward:  -7.588 | Epsilon: 0.0100 | Loss: 376192.4688
Episode 148250 | Reward: -11.364 | Epsilon: 0.0100 | Loss: 457871.5625
Episode 148300 | Reward: -11.136 | Epsilon: 0.0100 | Loss: 483330.5000
Episode 148350 | Reward: -12.057 | Epsilon: 0.0100 | Loss: 511770.1250
Episode 148400 | Reward: -12.292 | Epsilon: 0.0100 | Loss: 500000.5938
Episode 148450 | Reward: -10.504 | Epsilon: 0.0100 | Loss: 439469.1562
Episode 148500 | Reward: -11.551 | Epsilon: 0.0100 | Loss: 511615.3438
Episode 148550 | Reward:  -5.029 | Epsilon: 0.0100 | Loss: 528891.0000
Episode 148600 | Reward: -10.746 | Epsilon: 0.0100 | Loss: 482682.4375
Episode 148650 | Reward:  -9.551 | Epsilon: 0.0100 | Loss: 443514.1250
Episode 148700 | Reward:  -9.519 | Epsilon: 0.0100 | Loss: 346449.0000
Episode 148750 | Reward:  -9.934 | Epsilon: 0.0100 | Loss: 581014.2500
Episode 148800 | Reward:  -9.845 | Epsilon: 0.0100 | Loss: 491253.3750
Episode 148850 | Reward: -12.293 | Epsilon: 0.0100 | Loss: 508246.7500
Episode 148900 | Reward: -11.327 | Epsilon: 0.0100 | Loss: 345097.5000
Episode 148950 | Reward: -13.908 | Epsilon: 0.0100 | Loss: 400766.3750
Episode 149000 | Reward: -13.016 | Epsilon: 0.0100 | Loss: 496102.3750
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(11:02).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(11:02).dict
Episode 149050 | Reward: -10.533 | Epsilon: 0.0100 | Loss: 500745.2812
Episode 149100 | Reward: -10.023 | Epsilon: 0.0100 | Loss: 468599.6562
Episode 149150 | Reward:  -8.926 | Epsilon: 0.0100 | Loss: 544462.8750
Episode 149200 | Reward: -12.949 | Epsilon: 0.0100 | Loss: 396005.1250
Episode 149250 | Reward: -12.689 | Epsilon: 0.0100 | Loss: 552065.6875
Episode 149300 | Reward: -11.689 | Epsilon: 0.0100 | Loss: 475738.7188
Episode 149350 | Reward:  -6.134 | Epsilon: 0.0100 | Loss: 414589.1875
Episode 149400 | Reward:  -9.210 | Epsilon: 0.0100 | Loss: 565026.7500
Episode 149450 | Reward:  -5.803 | Epsilon: 0.0100 | Loss: 447014.0000
Episode 149500 | Reward:  -8.582 | Epsilon: 0.0100 | Loss: 525305.4375
Episode 149550 | Reward: -13.810 | Epsilon: 0.0100 | Loss: 400558.9375
Episode 149600 | Reward: -10.175 | Epsilon: 0.0100 | Loss: 513392.6250
Episode 149650 | Reward: -12.343 | Epsilon: 0.0100 | Loss: 484672.3125
Episode 149700 | Reward: -12.036 | Epsilon: 0.0100 | Loss: 640203.5625
Episode 149750 | Reward: -11.577 | Epsilon: 0.0100 | Loss: 497393.7812
Episode 149800 | Reward: -11.800 | Epsilon: 0.0100 | Loss: 481724.3750
Episode 149850 | Reward: -10.570 | Epsilon: 0.0100 | Loss: 425562.4062
Episode 149900 | Reward: -10.166 | Epsilon: 0.0100 | Loss: 393623.2812
Episode 149950 | Reward:  -9.092 | Epsilon: 0.0100 | Loss: 512156.8750
Episode 150000 | Reward: -12.170 | Epsilon: 0.0100 | Loss: 399748.1250
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(11:06).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(11:06).dict
Episode 150050 | Reward:  -8.192 | Epsilon: 0.0100 | Loss: 427989.0000
Episode 150100 | Reward:  -6.847 | Epsilon: 0.0100 | Loss: 373284.3750
Episode 150150 | Reward: -15.295 | Epsilon: 0.0100 | Loss: 396726.2188
Episode 150200 | Reward: -10.216 | Epsilon: 0.0100 | Loss: 469994.1250
Episode 150250 | Reward: -11.160 | Epsilon: 0.0100 | Loss: 498030.8125
Episode 150300 | Reward: -10.181 | Epsilon: 0.0100 | Loss: 465119.2188
Episode 150350 | Reward: -13.352 | Epsilon: 0.0100 | Loss: 390171.8438
Episode 150400 | Reward:  -8.157 | Epsilon: 0.0100 | Loss: 507607.5625
Episode 150450 | Reward: -14.928 | Epsilon: 0.0100 | Loss: 412954.4062
Episode 150500 | Reward: -13.364 | Epsilon: 0.0100 | Loss: 476254.0938
Episode 150550 | Reward: -11.475 | Epsilon: 0.0100 | Loss: 407748.5000
Episode 150600 | Reward:  -8.870 | Epsilon: 0.0100 | Loss: 463654.8750
Episode 150650 | Reward: -12.950 | Epsilon: 0.0100 | Loss: 484321.0938
Episode 150700 | Reward: -10.765 | Epsilon: 0.0100 | Loss: 437455.2188
Episode 150750 | Reward:  -7.256 | Epsilon: 0.0100 | Loss: 463434.3125
Episode 150800 | Reward: -11.057 | Epsilon: 0.0100 | Loss: 395648.7500
Episode 150850 | Reward: -11.991 | Epsilon: 0.0100 | Loss: 329365.4375
Episode 150900 | Reward: -11.029 | Epsilon: 0.0100 | Loss: 535431.5625
Episode 150950 | Reward: -10.825 | Epsilon: 0.0100 | Loss: 378977.5000
Episode 151000 | Reward:  -5.693 | Epsilon: 0.0100 | Loss: 420597.1875
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(11:11).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(11:11).dict
Episode 151050 | Reward:  -8.604 | Epsilon: 0.0100 | Loss: 311827.1250
Episode 151100 | Reward: -10.328 | Epsilon: 0.0100 | Loss: 411105.0000
Episode 151150 | Reward:  -8.386 | Epsilon: 0.0100 | Loss: 493066.0625
Episode 151200 | Reward:  -6.415 | Epsilon: 0.0100 | Loss: 434625.2500
Episode 151250 | Reward: -10.720 | Epsilon: 0.0100 | Loss: 474689.7500
Episode 151300 | Reward: -10.956 | Epsilon: 0.0100 | Loss: 485274.5625
Episode 151350 | Reward: -13.356 | Epsilon: 0.0100 | Loss: 398492.9062
Episode 151400 | Reward: -11.272 | Epsilon: 0.0100 | Loss: 343410.0938
Episode 151450 | Reward: -11.538 | Epsilon: 0.0100 | Loss: 334103.6250
Episode 151500 | Reward:  -8.336 | Epsilon: 0.0100 | Loss: 498158.3438
Episode 151550 | Reward: -10.776 | Epsilon: 0.0100 | Loss: 438476.5625
Episode 151600 | Reward:  -6.901 | Epsilon: 0.0100 | Loss: 343418.0625
Episode 151650 | Reward: -10.184 | Epsilon: 0.0100 | Loss: 491873.8438
Episode 151700 | Reward: -10.677 | Epsilon: 0.0100 | Loss: 413795.7500
Episode 151750 | Reward:  -6.648 | Epsilon: 0.0100 | Loss: 382459.3125
Episode 151800 | Reward: -13.076 | Epsilon: 0.0100 | Loss: 312536.4688
Episode 151850 | Reward:  -7.983 | Epsilon: 0.0100 | Loss: 307606.5312
Episode 151900 | Reward:  -9.956 | Epsilon: 0.0100 | Loss: 390876.3125
Episode 151950 | Reward: -10.157 | Epsilon: 0.0100 | Loss: 404272.8750
Episode 152000 | Reward:  -9.826 | Epsilon: 0.0100 | Loss: 438643.4688
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(11:15).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(11:15).dict
Episode 152050 | Reward:  -7.464 | Epsilon: 0.0100 | Loss: 327647.0938
Episode 152100 | Reward: -11.147 | Epsilon: 0.0100 | Loss: 478674.3750
Episode 152150 | Reward: -10.567 | Epsilon: 0.0100 | Loss: 492728.5312
Episode 152200 | Reward: -15.422 | Epsilon: 0.0100 | Loss: 361759.4375
Episode 152250 | Reward: -11.940 | Epsilon: 0.0100 | Loss: 349716.5938
Episode 152300 | Reward: -12.483 | Epsilon: 0.0100 | Loss: 548120.5000
Episode 152350 | Reward: -11.171 | Epsilon: 0.0100 | Loss: 429022.8750
Episode 152400 | Reward: -13.772 | Epsilon: 0.0100 | Loss: 377919.0625
Episode 152450 | Reward: -15.990 | Epsilon: 0.0100 | Loss: 398363.5312
Episode 152500 | Reward:  -6.997 | Epsilon: 0.0100 | Loss: 528229.6250
Episode 152550 | Reward:  -6.642 | Epsilon: 0.0100 | Loss: 488823.8750
Episode 152600 | Reward: -10.748 | Epsilon: 0.0100 | Loss: 471463.9688
Episode 152650 | Reward:  -9.942 | Epsilon: 0.0100 | Loss: 466877.8750
Episode 152700 | Reward: -11.987 | Epsilon: 0.0100 | Loss: 583605.0000
Episode 152750 | Reward:  -9.747 | Epsilon: 0.0100 | Loss: 533263.8750
Episode 152800 | Reward:  -9.972 | Epsilon: 0.0100 | Loss: 510498.2188
Episode 152850 | Reward: -10.572 | Epsilon: 0.0100 | Loss: 441483.1875
Episode 152900 | Reward: -10.498 | Epsilon: 0.0100 | Loss: 595006.7500
Episode 152950 | Reward:  -7.014 | Epsilon: 0.0100 | Loss: 401034.6875
Episode 153000 | Reward:  -7.586 | Epsilon: 0.0100 | Loss: 473558.9375
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(11:19).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(11:19).dict
Episode 153050 | Reward:  -8.069 | Epsilon: 0.0100 | Loss: 595124.2500
Episode 153100 | Reward: -11.965 | Epsilon: 0.0100 | Loss: 455764.5000
Episode 153150 | Reward: -10.178 | Epsilon: 0.0100 | Loss: 470548.7812
Episode 153200 | Reward:  -6.863 | Epsilon: 0.0100 | Loss: 542164.5625
Episode 153250 | Reward: -12.693 | Epsilon: 0.0100 | Loss: 536628.7500
Episode 153300 | Reward: -10.679 | Epsilon: 0.0100 | Loss: 443623.8750
Episode 153350 | Reward:  -8.220 | Epsilon: 0.0100 | Loss: 505168.1875
Episode 153400 | Reward: -13.919 | Epsilon: 0.0100 | Loss: 464853.0938
Episode 153450 | Reward: -10.826 | Epsilon: 0.0100 | Loss: 538230.0000
Episode 153500 | Reward:  -8.031 | Epsilon: 0.0100 | Loss: 407792.7500
Episode 153550 | Reward: -10.996 | Epsilon: 0.0100 | Loss: 412309.8750
Episode 153600 | Reward: -11.504 | Epsilon: 0.0100 | Loss: 504983.2500
Episode 153650 | Reward:  -7.740 | Epsilon: 0.0100 | Loss: 426939.5000
Episode 153700 | Reward:  -8.720 | Epsilon: 0.0100 | Loss: 418814.7812
Episode 153750 | Reward: -12.410 | Epsilon: 0.0100 | Loss: 468586.3438
Episode 153800 | Reward:  -9.261 | Epsilon: 0.0100 | Loss: 510414.1875
Episode 153850 | Reward:  -8.015 | Epsilon: 0.0100 | Loss: 596452.3750
Episode 153900 | Reward:  -9.739 | Epsilon: 0.0100 | Loss: 426166.5625
Episode 153950 | Reward:  -9.101 | Epsilon: 0.0100 | Loss: 512329.7188
Episode 154000 | Reward: -12.511 | Epsilon: 0.0100 | Loss: 447886.9688
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(11:23).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(11:23).dict
Episode 154050 | Reward: -10.305 | Epsilon: 0.0100 | Loss: 473739.9375
Episode 154100 | Reward: -10.628 | Epsilon: 0.0100 | Loss: 521411.5938
Episode 154150 | Reward:  -7.887 | Epsilon: 0.0100 | Loss: 597049.0625
Episode 154200 | Reward:  -9.393 | Epsilon: 0.0100 | Loss: 369979.0000
Episode 154250 | Reward: -12.089 | Epsilon: 0.0100 | Loss: 397154.5625
Episode 154300 | Reward: -10.057 | Epsilon: 0.0100 | Loss: 454569.1562
Episode 154350 | Reward:  -8.665 | Epsilon: 0.0100 | Loss: 433627.1875
Episode 154400 | Reward: -13.759 | Epsilon: 0.0100 | Loss: 486711.0625
Episode 154450 | Reward: -13.463 | Epsilon: 0.0100 | Loss: 599350.1250
Episode 154500 | Reward: -10.760 | Epsilon: 0.0100 | Loss: 470114.1562
Episode 154550 | Reward:  -8.819 | Epsilon: 0.0100 | Loss: 522338.8750
Episode 154600 | Reward:  -9.716 | Epsilon: 0.0100 | Loss: 491741.6250
Episode 154650 | Reward:  -6.478 | Epsilon: 0.0100 | Loss: 419408.3125
Episode 154700 | Reward: -12.619 | Epsilon: 0.0100 | Loss: 471109.8125
Episode 154750 | Reward:  -8.106 | Epsilon: 0.0100 | Loss: 397615.3438
Episode 154800 | Reward:  -9.889 | Epsilon: 0.0100 | Loss: 502966.2812
Episode 154850 | Reward: -10.791 | Epsilon: 0.0100 | Loss: 496762.4375
Episode 154900 | Reward:  -9.474 | Epsilon: 0.0100 | Loss: 459279.8125
Episode 154950 | Reward: -10.863 | Epsilon: 0.0100 | Loss: 315941.5938
Episode 155000 | Reward:  -9.793 | Epsilon: 0.0100 | Loss: 354681.7188
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(11:27).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(11:27).dict
Episode 155050 | Reward: -11.313 | Epsilon: 0.0100 | Loss: 567701.3750
Episode 155100 | Reward: -10.095 | Epsilon: 0.0100 | Loss: 432162.0312
Episode 155150 | Reward:  -8.137 | Epsilon: 0.0100 | Loss: 450165.9062
Episode 155200 | Reward:  -8.973 | Epsilon: 0.0100 | Loss: 472353.1562
Episode 155250 | Reward:  -6.215 | Epsilon: 0.0100 | Loss: 390120.6562
Episode 155300 | Reward:  -9.516 | Epsilon: 0.0100 | Loss: 379907.6250
Episode 155350 | Reward:  -5.609 | Epsilon: 0.0100 | Loss: 379909.6562
Episode 155400 | Reward:  -9.265 | Epsilon: 0.0100 | Loss: 451657.3125
Episode 155450 | Reward:  -8.539 | Epsilon: 0.0100 | Loss: 413099.9688
Episode 155500 | Reward:  -8.394 | Epsilon: 0.0100 | Loss: 397622.1875
Episode 155550 | Reward:  -7.744 | Epsilon: 0.0100 | Loss: 403586.5312
Episode 155600 | Reward:  -8.112 | Epsilon: 0.0100 | Loss: 460034.1875
Episode 155650 | Reward:  -5.021 | Epsilon: 0.0100 | Loss: 433078.6875
Episode 155700 | Reward:  -9.932 | Epsilon: 0.0100 | Loss: 438589.0312
Episode 155750 | Reward:  -9.623 | Epsilon: 0.0100 | Loss: 389316.7500
Episode 155800 | Reward:  -9.397 | Epsilon: 0.0100 | Loss: 470883.5000
Episode 155850 | Reward:  -9.143 | Epsilon: 0.0100 | Loss: 323748.9375
Episode 155900 | Reward:  -9.809 | Epsilon: 0.0100 | Loss: 410191.4688
Episode 155950 | Reward: -13.308 | Epsilon: 0.0100 | Loss: 393277.6250
Episode 156000 | Reward: -12.843 | Epsilon: 0.0100 | Loss: 458741.8125
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(11:31).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(11:31).dict
Episode 156050 | Reward:  -7.270 | Epsilon: 0.0100 | Loss: 371640.9688
Episode 156100 | Reward:  -8.370 | Epsilon: 0.0100 | Loss: 470361.7500
Episode 156150 | Reward:  -8.141 | Epsilon: 0.0100 | Loss: 349683.8750
Episode 156200 | Reward: -11.033 | Epsilon: 0.0100 | Loss: 470164.7500
Episode 156250 | Reward: -15.071 | Epsilon: 0.0100 | Loss: 345455.0000
Episode 156300 | Reward: -13.820 | Epsilon: 0.0100 | Loss: 361481.0312
Episode 156350 | Reward: -14.344 | Epsilon: 0.0100 | Loss: 529112.2500
Episode 156400 | Reward: -15.367 | Epsilon: 0.0100 | Loss: 415215.5312
Episode 156450 | Reward: -12.488 | Epsilon: 0.0100 | Loss: 385034.4062
Episode 156500 | Reward: -11.859 | Epsilon: 0.0100 | Loss: 395049.3750
Episode 156550 | Reward: -15.234 | Epsilon: 0.0100 | Loss: 403929.7188
Episode 156600 | Reward: -16.146 | Epsilon: 0.0100 | Loss: 419375.8438
Episode 156650 | Reward: -14.098 | Epsilon: 0.0100 | Loss: 435962.6250
Episode 156700 | Reward: -16.732 | Epsilon: 0.0100 | Loss: 491403.2500
Episode 156750 | Reward: -12.596 | Epsilon: 0.0100 | Loss: 506079.6562
Episode 156800 | Reward: -11.422 | Epsilon: 0.0100 | Loss: 502745.7188
Episode 156850 | Reward: -10.723 | Epsilon: 0.0100 | Loss: 391771.0938
Episode 156900 | Reward: -11.702 | Epsilon: 0.0100 | Loss: 529406.0625
Episode 156950 | Reward: -10.221 | Epsilon: 0.0100 | Loss: 512014.3750
Episode 157000 | Reward: -10.716 | Epsilon: 0.0100 | Loss: 493427.1875
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(11:35).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(11:35).dict
Episode 157050 | Reward: -13.929 | Epsilon: 0.0100 | Loss: 426007.6875
Episode 157100 | Reward: -11.291 | Epsilon: 0.0100 | Loss: 548026.6875
Episode 157150 | Reward: -10.510 | Epsilon: 0.0100 | Loss: 503835.5000
Episode 157200 | Reward:  -6.289 | Epsilon: 0.0100 | Loss: 590809.1250
Episode 157250 | Reward: -10.033 | Epsilon: 0.0100 | Loss: 514481.1875
Episode 157300 | Reward:  -9.466 | Epsilon: 0.0100 | Loss: 455057.5938
Episode 157350 | Reward: -13.414 | Epsilon: 0.0100 | Loss: 638201.5625
